date,open,high,low,close,volume
2022-10-13,136.0,137.17,133.69,133.92,3943208
2022-10-14,134.29,135.01,133.91,134.29,4552390
2022-10-17,133.79,137.36,133.42,135.63,1084965
2022-10-18,135.79,135.94,135.49,135.62,4054931
2022-10-19,135.36,137.58,134.93,136.86,735796
2022-10-20,137.11,138.11,135.15,136.73,2809571
2022-10-21,136.34,137.4,132.39,134.29,695143
2022-10-24,134.31,136.09,132.38,135.12,773714
2022-10-25,135.1,135.96,129.79,131.19,2706210
2022-10-26,130.77,133.11,130.55,131.85,1737572
2022-10-27,131.98,133.12,130.71,131.43,4975825
2022-10-28,131.54,131.83,127.84,129.27,4337567
2022-10-31,129.42,130.98,127.38,128.85,1467604
2022-11-01,128.69,129.65,126.59,127.48,927886
2022-11-02,127.41,129.27,126.6,127.91,1186875
2022-11-03,128.24,128.85,127.96,128.57,3824582
2022-11-04,128.88,130.04,127.01,128.22,3027139
2022-11-07,128.07,129.43,126.2,127.73,4406415
2022-11-08,127.95,130.57,126.71,128.63,2082408
2022-11-09,128.79,129.32,127.1,127.41,4304180
2022-11-10,127.28,128.83,125.57,126.76,4132496
2022-11-11,127.08,131.08,125.76,129.81,618142
2022-11-14,130.24,131.92,124.72,125.33,1311872
2022-11-15,125.17,125.28,123.08,124.83,3048445
2022-11-16,124.73,125.1,121.89,123.19,637957
2022-11-17,123.11,123.91,122.31,123.16,3747182
2022-11-18,123.44,124.62,121.51,121.77,736740
2022-11-21,121.94,123.91,120.58,123.29,2685478
2022-11-22,123.23,126.23,121.7,125.61,1012179
2022-11-23,125.79,126.81,122.76,124.13,704378
2022-11-24,124.03,126.07,123.92,124.83,1856387
2022-11-25,124.59,125.81,124.48,125.09,3861564
2022-11-28,124.77,126.96,123.33,126.14,2751181
2022-11-29,125.71,129.69,125.53,127.95,584337
2022-11-30,128.37,130.11,123.62,124.81,3080299
2022-12-01,124.43,124.57,123.57,124.29,4105950
2022-12-02,124.41,126.09,120.43,122.28,896584
2022-12-05,122.37,124.22,121.52,123.12,1896236
2022-12-06,122.96,123.69,121.46,121.88,2797175
2022-12-07,122.29,124.44,120.81,123.68,4185269
2022-12-08,124.0,125.8,123.62,125.25,1387723
2022-12-09,125.41,125.85,120.98,122.55,2723527
2022-12-12,122.8,124.34,119.57,120.52,4658694
2022-12-13,120.64,122.38,116.62,117.91,1179308
2022-12-14,117.48,118.42,116.11,116.79,1736032
2022-12-15,116.6,119.98,116.39,119.02,4242635
2022-12-16,118.6,121.58,116.87,119.84,3267538
2022-12-19,119.89,121.49,115.81,117.61,2523802
2022-12-20,117.92,119.26,116.8,117.51,2640331
2022-12-21,117.11,119.74,116.36,117.93,3714420
2022-12-22,117.93,118.94,117.36,118.51,2469912
2022-12-23,118.17,118.98,115.61,116.25,2339462
2022-12-26,116.09,118.39,114.49,117.15,3412874
2022-12-27,117.33,118.61,115.85,117.97,3454538
2022-12-28,118.38,120.14,117.6,118.33,3122328
2022-12-29,118.8,120.93,117.96,119.5,3177686
2022-12-30,119.94,121.63,119.12,120.94,4062479
2023-01-02,121.27,123.59,119.87,122.09,2868770
2023-01-03,122.24,123.14,118.55,119.34,2131690
2023-01-04,119.79,120.95,119.26,119.93,1119044
2023-01-05,119.51,122.89,119.22,121.19,3968936
2023-01-06,120.73,124.04,119.17,123.3,1089721
2023-01-09,123.18,123.59,118.05,119.73,3969940
2023-01-10,119.67,121.05,118.28,120.17,1568886
2023-01-11,120.11,120.75,117.53,119.05,2520176
2023-01-12,119.36,120.35,115.68,117.37,2155284
2023-01-13,117.82,119.79,116.02,117.0,1767973
2023-01-16,117.47,119.12,113.58,115.2,1122793
2023-01-17,114.95,118.18,113.19,116.86,2995433
2023-01-18,117.21,120.59,115.66,119.95,1727561
2023-01-19,120.36,122.65,119.43,122.27,4758860
2023-01-20,122.12,122.8,121.92,122.65,2759032
2023-01-23,122.39,126.8,121.58,124.81,626844
2023-01-24,124.96,129.88,124.6,128.28,1790957
2023-01-25,128.61,130.03,126.31,126.67,3674913
2023-01-26,126.25,127.07,124.56,126.48,2969619
2023-01-27,126.71,127.81,126.24,126.55,1796457
2023-01-30,126.47,128.08,125.38,126.35,998861
2023-01-31,126.76,128.17,126.63,126.94,2819191
2023-02-01,126.87,128.27,126.31,127.0,2374554
2023-02-02,127.16,128.37,125.21,128.11,804557
2023-02-03,128.6,129.75,124.92,125.76,2615608
2023-02-06,125.9,127.86,124.79,125.37,573090
2023-02-07,125.6,127.1,124.03,125.81,3808341
2023-02-08,125.64,125.82,122.88,124.02,4160790
2023-02-09,123.98,127.02,122.68,125.6,4151740
2023-02-10,125.16,130.27,124.19,128.7,1820492
2023-02-13,128.24,131.85,127.16,129.98,4951052
2023-02-14,130.02,130.92,128.49,130.34,1359965
2023-02-15,130.71,131.44,127.83,128.17,2156086
2023-02-16,128.56,132.41,126.76,130.9,2239901
2023-02-17,130.9,135.07,129.81,133.21,4105166
2023-02-20,133.44,133.69,131.59,132.83,4200536
2023-02-21,132.41,133.77,130.46,131.14,3211797
2023-02-22,131.07,132.48,129.87,130.64,690598
2023-02-23,131.14,132.54,129.18,131.92,4765570
2023-02-24,131.5,132.81,129.77,130.56,4104932
2023-02-27,130.2,131.45,126.86,128.44,656595
2023-02-28,128.01,129.59,123.18,123.98,2222845
2023-03-01,124.16,126.06,120.68,121.49,3933880
2023-03-02,121.56,122.67,119.51,120.37,3423023
2023-03-03,120.61,121.66,119.53,120.37,3027527
2023-03-06,120.13,121.94,119.18,121.35,4983643
2023-03-07,121.34,121.67,118.64,120.36,2534192
2023-03-08,120.76,125.66,120.49,124.71,3568682
2023-03-09,124.56,125.92,123.43,125.7,4510993
2023-03-10,126.05,127.5,122.39,124.25,3369650
2023-03-13,123.87,125.38,123.51,124.9,4056679
2023-03-14,124.43,125.58,121.8,122.6,4116478
2023-03-15,122.19,122.88,117.99,119.99,3734913
2023-03-16,120.02,121.58,117.45,119.11,831878
2023-03-17,119.06,123.32,118.31,121.93,4450821
2023-03-20,122.21,123.53,120.98,121.43,4848191
2023-03-21,120.99,121.33,117.03,117.42,1240957
2023-03-22,117.24,120.68,116.48,119.23,4734068
2023-03-23,118.98,123.6,117.83,122.29,1063266
2023-03-24,122.09,123.2,118.87,119.92,1258862
2023-03-27,120.08,122.47,118.83,121.0,4291385
2023-03-28,121.06,122.73,120.43,120.58,704578
2023-03-29,120.73,122.29,118.04,118.93,3375460
2023-03-30,118.93,120.22,116.24,116.89,4804926
2023-03-31,117.07,117.74,113.06,113.3,769609
2023-04-03,113.24,114.71,112.75,113.69,3229971
2023-04-04,113.92,115.66,110.52,112.47,1088448
2023-04-05,112.34,116.58,111.63,115.41,2599127
2023-04-06,115.01,115.89,114.18,115.24,3269198
2023-04-07,114.99,118.48,114.59,116.74,1973461
2023-04-10,117.0,118.05,114.13,115.21,2744419
2023-04-11,115.02,115.16,112.5,114.4,2774500
2023-04-12,114.25,115.96,113.21,115.76,4470528
2023-04-13,115.91,116.9,114.35,115.47,4312276
2023-04-14,115.7,117.25,110.92,111.72,2302617
2023-04-17,111.79,113.93,110.64,113.46,830893
2023-04-18,113.24,115.22,108.67,110.06,1034650
2023-04-19,110.54,111.39,108.36,109.97,2025884
2023-04-20,109.67,114.15,108.62,113.08,703865
2023-04-21,112.72,113.45,110.82,111.82,2556449
2023-04-24,111.65,112.91,109.52,109.93,4957771
2023-04-25,110.17,110.84,107.7,108.44,4227302
2023-04-26,108.24,109.89,104.56,105.36,3532129
2023-04-27,105.84,107.05,103.12,104.73,3763959
2023-04-28,104.7,106.64,102.96,104.55,3992729
2023-05-01,104.63,106.1,102.91,104.12,1267304
2023-05-02,104.46,104.84,100.81,102.2,642067
2023-05-03,102.65,102.96,100.04,100.18,1911616
2023-05-04,100.09,103.53,98.24,101.96,4427680
2023-05-05,102.2,104.67,101.84,104.45,1433038
2023-05-08,104.48,105.18,102.68,103.11,4604559
2023-05-09,102.95,106.51,101.38,105.74,3744161
2023-05-10,105.85,106.32,103.26,103.83,3011390
2023-05-11,103.55,105.5,100.75,101.42,1800519
2023-05-12,101.24,103.01,99.37,102.25,4079324
2023-05-15,102.02,105.59,100.63,105.26,2208624
2023-05-16,105.71,110.56,105.06,108.93,1794337
2023-05-17,109.14,109.9,107.53,108.47,1653998
2023-05-18,108.51,110.38,105.72,107.14,1117728
2023-05-19,107.26,108.53,106.7,107.32,3514253
2023-05-22,106.87,107.76,103.06,104.52,952452
2023-05-23,104.79,104.9,102.82,103.97,4680949
2023-05-24,104.35,105.36,99.59,100.07,4837613
2023-05-25,99.89,103.98,98.06,102.65,902573
2023-05-26,102.87,104.75,98.6,100.44,1287791
2023-05-29,100.82,101.25,97.48,99.33,4987273
2023-05-30,99.77,101.7,95.6,97.46,4445344
2023-05-31,96.97,100.05,96.67,98.87,4923472
2023-06-01,98.91,99.95,95.69,97.57,4329769
2023-06-02,97.54,103.91,97.23,103.44,1231224
2023-06-05,103.13,104.63,100.35,101.95,3055016
2023-06-06,102.21,102.77,100.48,102.34,4536692
2023-06-07,101.93,104.83,101.48,103.46,1132753
2023-06-08,103.28,103.85,100.73,101.33,1559846
2023-06-09,101.13,102.92,101.01,101.45,3441575
2023-06-12,101.64,101.86,96.17,96.49,1880629
2023-06-13,96.89,98.33,93.84,94.53,1028371
2023-06-14,94.95,96.51,93.68,95.85,1486079
2023-06-15,96.1,97.87,95.21,96.62,2971555
2023-06-16,96.59,98.6,95.23,97.48,1482852
2023-06-19,97.85,98.11,96.58,97.53,3666948
2023-06-20,97.11,102.05,96.89,100.88,2964422
2023-06-21,100.53,101.25,97.18,98.27,1023080
2023-06-22,97.98,99.39,97.71,98.18,2796689
2023-06-23,98.19,99.94,97.98,98.97,2580702
2023-06-26,99.28,100.75,96.07,96.92,4174040
2023-06-27,96.47,97.6,96.25,96.85,4973556
2023-06-28,97.28,97.51,92.35,94.22,642807
2023-06-29,94.49,96.45,90.01,91.34,2391629
2023-06-30,91.83,94.03,90.08,93.2,4580453
2023-07-03,93.36,94.48,89.71,91.05,2064964
2023-07-04,90.73,94.3,89.63,93.18,3775362
2023-07-05,92.7,93.88,91.32,93.21,2950004
2023-07-06,93.24,95.03,92.67,93.37,2057719
2023-07-07,93.6,93.91,90.97,92.61,2386583
2023-07-10,92.88,99.04,92.75,97.26,1427367
2023-07-11,97.36,99.12,97.17,97.68,3832435
2023-07-12,97.58,98.54,97.07,97.99,4386786
2023-07-13,97.78,101.86,96.29,100.21,1935067
2023-07-14,100.31,102.41,99.6,101.03,1857940
2023-07-17,100.75,103.53,100.53,102.86,4768341
2023-07-18,103.24,106.99,101.95,105.16,2422403
2023-07-19,105.6,106.98,98.22,99.81,1934305
2023-07-20,99.73,100.34,98.91,99.96,3894872
2023-07-21,99.76,101.2,94.49,96.12,4616335
2023-07-24,96.18,98.7,95.02,96.76,1103417
2023-07-25,96.91,98.76,95.11,96.82,916088
2023-07-26,97.04,98.63,96.43,98.17,3531524
2023-07-27,97.86,99.41,93.44,94.92,3014827
2023-07-28,94.9,96.65,91.74,92.47,4806589
2023-07-31,92.93,97.47,90.93,97.15,2655144
2023-08-01,96.89,98.85,96.4,97.6,4618069
2023-08-02,97.48,98.59,93.55,94.33,1677027
2023-08-03,94.34,95.38,92.93,93.22,4915933
2023-08-04,93.63,94.43,88.57,89.46,3031361
2023-08-07,89.18,90.57,88.58,90.19,4706412
2023-08-08,89.84,90.57,87.54,88.36,4250132
2023-08-09,88.36,89.7,85.97,87.37,1657970
2023-08-10,87.51,90.67,87.09,89.64,4077390
2023-08-11,89.31,90.78,83.92,84.95,4626047
2023-08-14,84.51,84.67,80.47,82.18,4753347
2023-08-15,82.35,83.9,80.55,81.43,4291451
2023-08-16,80.94,82.85,80.13,81.79,3280259
2023-08-17,81.96,86.17,80.94,84.9,2695345
2023-08-18,84.41,88.54,83.79,87.43,4898657
2023-08-21,86.95,89.18,85.57,87.54,4127755
2023-08-22,87.14,88.72,86.68,88.34,2869052
2023-08-23,88.66,89.27,86.98,87.83,2178732
2023-08-24,88.32,88.85,84.29,85.69,4315402
2023-08-25,85.84,88.86,84.3,87.13,920752
2023-08-28,86.69,86.81,84.86,85.29,2749363
2023-08-29,85.22,88.63,84.04,87.04,4360821
2023-08-30,86.58,89.56,84.83,89.06,4493994
2023-08-31,89.04,90.63,88.8,90.44,4665132
2023-09-01,89.97,94.38,89.27,92.52,4826611
2023-09-04,92.61,94.14,89.55,91.0,2292332
2023-09-05,90.74,93.74,89.9,92.05,4534366
2023-09-06,91.88,94.14,91.51,92.6,4948151
2023-09-07,93.07,93.27,91.29,92.22,4274036
2023-09-08,92.06,93.62,87.98,89.89,2285164
2023-09-11,89.66,91.95,88.63,89.96,2101150
2023-09-12,90.4,91.32,88.08,89.47,3473024
2023-09-13,89.77,93.3,89.51,91.85,1193994
2023-09-14,92.06,94.57,90.55,93.27,1925052
2023-09-15,93.08,94.21,92.47,93.43,1096282
2023-09-18,93.12,94.51,91.97,93.56,2336199
2023-09-19,93.15,96.64,92.43,95.4,2233571
2023-09-20,95.19,96.55,94.93,95.71,4555112
2023-09-21,95.78,100.71,94.96,100.29,1124780
2023-09-22,100.09,101.13,96.97,97.19,2456043
2023-09-25,96.77,97.35,94.6,95.17,3312652
2023-09-26,95.26,96.73,94.96,96.26,1870961
2023-09-27,96.38,99.6,95.65,97.97,2006313
2023-09-28,98.29,100.02,95.45,97.4,1112560
2023-09-29,97.1,97.8,93.39,95.32,4859263
2023-10-02,95.11,101.12,94.08,99.7,3091457
2023-10-03,100.02,100.87,99.47,99.79,3037327
2023-10-04,99.88,102.87,98.48,101.73,2975446
2023-10-05,101.94,104.79,101.29,103.86,3617759
2023-10-06,104.18,105.79,102.33,103.21,2746864
2023-10-09,103.37,104.83,100.61,102.21,832843
2023-10-10,102.7,103.71,100.24,101.1,2779757
2023-10-11,101.14,105.39,100.36,103.79,4529757
2023-10-12,103.83,105.14,102.06,102.32,3960293
2023-10-13,102.47,102.65,99.32,101.29,3548624
2023-10-16,101.19,102.72,97.79,99.72,2437050
2023-10-17,99.73,102.35,98.53,101.26,3088559
2023-10-18,101.21,102.2,99.64,101.36,3148655
2023-10-19,100.88,101.18,98.63,99.52,4827775
2023-10-20,99.14,101.4,98.77,99.51,1903507
2023-10-23,99.49,100.49,97.27,98.2,3635435
2023-10-24,98.02,99.25,96.38,98.58,1017884
2023-10-25,98.76,100.68,96.79,100.27,1597608
2023-10-26,99.94,100.34,96.76,97.92,4813082
2023-10-27,97.6,99.47,96.68,98.15,631365
2023-10-30,98.26,100.64,97.03,100.17,2249761
2023-10-31,100.42,102.06,99.57,99.79,957884
2023-11-01,100.16,100.62,97.77,98.49,2558977
2023-11-02,98.52,99.83,96.95,98.18,3250888
2023-11-03,98.27,102.91,96.56,102.15,3278132
2023-11-06,101.95,104.64,101.69,103.37,1102765
2023-11-07,102.99,103.67,100.04,100.49,3620464
2023-11-08,100.13,100.96,97.96,98.41,3359757
2023-11-09,98.6,99.93,96.27,98.27,2997107
2023-11-10,98.08,99.04,96.97,97.17,2115676
2023-11-13,96.68,97.6,95.03,97.24,4837231
2023-11-14,97.42,98.31,93.2,94.9,2699148
2023-11-15,94.48,94.98,92.93,94.82,1814405
2023-11-16,94.49,95.46,92.92,94.43,3946638
2023-11-17,94.48,97.2,94.16,96.88,3988009
2023-11-20,97.2,97.91,95.73,97.73,2958590
2023-11-21,98.22,98.51,94.34,96.02,3881055
2023-11-22,95.97,96.73,92.12,93.77,2475815
2023-11-23,94.26,102.63,93.71,101.06,4148162
2023-11-24,101.27,102.57,99.06,99.48,1126557
2023-11-27,99.19,99.68,98.29,98.5,2078670
2023-11-28,98.32,99.76,97.37,98.02,1703044
2023-11-29,98.38,102.43,96.99,100.46,928513
2023-11-30,100.88,105.86,99.13,103.87,1070997
2023-12-01,104.24,104.81,101.61,103.06,4228168
